# Reviews,Wine Type,Country,Discounted Price,Final Price,Grape Variety,Number of Records,Original Price,Rating Name,Rating Score,Region,Regular Price,Wine Name,Year
,Red,USA,21.99,21.99,Cabernet Sauvignon,1,35,,,California,,Valley of the Moon Cabernet Sauvignon,2012
,Red,USA,21.99,21.99,Cabernet Sauvignon,1,35,,,California,,Valley of the Moon Cabernet Sauvignon,2012
,Red,USA,21.99,21.99,Cabernet Sauvignon,1,35,,,California,,Valley of the Moon Cabernet Sauvignon,2012
,Red,USA,21.99,21.99,Cabernet Sauvignon,1,35,,,California,,Valley of the Moon Cabernet Sauvignon,2012
,Red,USA,21.99,21.99,Cabernet Sauvignon,1,35,,,California,,Valley of the Moon Cabernet Sauvignon,2012
,Red,USA,21.99,21.99,Cabernet Sauvignon,1,35,,,California,,Valley of the Moon Cabernet Sauvignon,2012
,Red,USA,21.99,21.99,Cabernet Sauvignon,1,35,,,California,,Valley of the Moon Cabernet Sauvignon,2012
2,Red,USA,,15.99,Cabernet Sauvignon,1,,,,California,15.99,William Hill North Coast Cabernet Sauvignon,2012
2,Red,USA,,15.99,Cabernet Sauvignon,1,,,,California,15.99,William Hill North Coast Cabernet Sauvignon,2012
2,Red,USA,,15.99,Cabernet Sauvignon,1,,,,California,15.99,William Hill North Coast Cabernet Sauvignon,2012
2,Red,USA,15.99,15.99,Cabernet Sauvignon,1,15.99,,,California,,William Hill North Coast Cabernet Sauvignon,2012
2,Red,USA,15.99,15.99,Cabernet Sauvignon,1,15.99,,,California,,William Hill North Coast Cabernet Sauvignon,2012
2,Red,USA,15.99,15.99,Cabernet Sauvignon,1,15.99,,,California,,William Hill North Coast Cabernet Sauvignon,2012
2,Red,USA,15.99,15.99,Cabernet Sauvignon,1,15.99,,,California,,William Hill North Coast Cabernet Sauvignon,2012
,Red,USA,16.99,16.99,Cabernet Sauvignon,1,16.99,,,California,,Wolfgang Puck Master Lot Reserve Cabernet Sauvignon,2011
,Red,USA,16.99,16.99,Cabernet Sauvignon,1,16.99,,,California,,Wolfgang Puck Master Lot Reserve Cabernet Sauvignon,2011
,Red,USA,16.99,16.99,Cabernet Sauvignon,1,16.99,,,California,,Wolfgang Puck Master Lot Reserve Cabernet Sauvignon,2011
,Red,USA,16.99,16.99,Cabernet Sauvignon,1,16.99,,,California,,Wolfgang Puck Master Lot Reserve Cabernet Sauvignon,2011
,Red,USA,16.99,16.99,Cabernet Sauvignon,1,16.99,,,California,,Wolfgang Puck Master Lot Reserve Cabernet Sauvignon,2011
,Red,USA,16.99,16.99,Cabernet Sauvignon,1,16.99,,,California,,Wolfgang Puck Master Lot Reserve Cabernet Sauvignon,2011
1,Red,USA,,8.99,Merlot,1,,,,California,8.99,BV Century Cellars Merlot,2012
,Red,USA,69.99,69.99,Merlot,1,69.99,,,California,,Cakebread Merlot,2012
,Red,USA,69.99,69.99,Merlot,1,69.99,,,California,,Cakebread Merlot,2012
,Red,USA,69.99,69.99,Merlot,1,69.99,,,California,,Cakebread Merlot,2012
,Red,USA,69.99,69.99,Merlot,1,69.99,,,California,,Cakebread Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Cannonball Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Cannonball Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Cannonball Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Cannonball Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Cannonball Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Cannonball Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Cannonball Merlot,2012
,Red,USA,,10.99,Merlot,1,,,,California,10.99,Cupcake Vineyards Merlot,2012
,Red,USA,,10.99,Merlot,1,,,,California,10.99,Cupcake Vineyards Merlot,2012
,Red,USA,,10.99,Merlot,1,,,,California,10.99,Cupcake Vineyards Merlot,2012
,Red,USA,,10.99,Merlot,1,,,,California,10.99,Cupcake Vineyards Merlot,2012
,Red,USA,,10.99,Merlot,1,,,,California,10.99,Cupcake Vineyards Merlot,2012
,Red,USA,,10.99,Merlot,1,,,,California,10.99,Cupcake Vineyards Merlot,2012
,Red,USA,10.99,10.99,Merlot,1,10.99,,,California,,Cupcake Vineyards Merlot,2012
5,Red,USA,19.99,19.99,Merlot,1,25,,,California,,Decoy Merlot,2012
1,Red,USA,49.99,49.99,Merlot,1,49.99,,,California,,Duckhorn Napa Merlot,2012
1,Red,USA,49.99,49.99,Merlot,1,49.99,,,California,,Duckhorn Napa Merlot,2012
1,Red,USA,49.99,49.99,Merlot,1,49.99,,,California,,Duckhorn Napa Merlot,2012
1,Red,USA,49.99,49.99,Merlot,1,49.99,,,California,,Duckhorn Napa Merlot,2012
,Red,USA,16.99,16.99,Merlot,1,20,,,California,,Frei Brothers Reserve Merlot,2013
,Red,USA,16.99,16.99,Merlot,1,20,,,California,,Frei Brothers Reserve Merlot,2013
,Red,USA,,9.99,Merlot,1,,,,California,9.99,Gnarly Head Merlot,2012
,Red,USA,,9.99,Merlot,1,,,,California,9.99,Gnarly Head Merlot,2012
,Red,USA,9.99,9.99,Merlot,1,9.99,,,California,,Gnarly Head Merlot,2012
,Red,USA,9.99,9.99,Merlot,1,9.99,,,California,,Gnarly Head Merlot,2012
,Red,USA,9.99,9.99,Merlot,1,9.99,,,California,,Gnarly Head Merlot,2012
,Red,USA,9.99,9.99,Merlot,1,9.99,,,California,,Gnarly Head Merlot,2012
,Red,USA,,27.99,Merlot,1,,,,California,27.99,Kendall-Jackson Grand Reserve Merlot,2012
,Red,USA,,27.99,Merlot,1,,,,California,27.99,Kendall-Jackson Grand Reserve Merlot,2012
,Red,USA,,27.99,Merlot,1,,,,California,27.99,Kendall-Jackson Grand Reserve Merlot,2012
,Red,USA,,27.99,Merlot,1,,,,California,27.99,Kendall-Jackson Grand Reserve Merlot,2012
,Red,USA,,27.99,Merlot,1,,,,California,27.99,Kendall-Jackson Grand Reserve Merlot,2012
,Red,USA,,27.99,Merlot,1,,,,California,27.99,Kendall-Jackson Grand Reserve Merlot,2012
,Red,USA,,27.99,Merlot,1,,,,California,27.99,Kendall-Jackson Grand Reserve Merlot,2012
,Red,USA,27.99,27.99,Merlot,1,27.99,,,California,,Kendall-Jackson Grand Reserve Merlot,2012
1,Red,USA,11.99,11.99,Merlot,1,11.99,,,California,,Leese-Fitch Merlot,2012
1,Red,USA,23.99,23.99,Merlot,1,23.99,,,California,,Markham Merlot,2012
2,Red,USA,12.99,12.99,Merlot,1,19,,,California,,ONEHOPE California Merlot,2012
2,Red,USA,12.99,12.99,Merlot,1,19,,,California,,ONEHOPE California Merlot,2012
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Rays Station Merlot,2012
,Red,USA,,29.99,Merlot,1,,,,California,29.99,Stags' Leap Winery Merlot,2012
,Red,USA,,29.99,Merlot,1,,,,California,29.99,Stags' Leap Winery Merlot,2012
,Red,USA,,29.99,Merlot,1,,,,California,29.99,Stags' Leap Winery Merlot,2012
,Red,USA,,29.99,Merlot,1,,,,California,29.99,Stags' Leap Winery Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
1,Red,USA,,12.99,Merlot,1,,,,California,12.99,Stephen Vincent Merlot,2012
2,Red,USA,,7.99,Merlot,1,,,,California,7.99,Stone Cellars by Beringer Merlot,
2,Red,USA,,7.99,Merlot,1,,,,California,7.99,Stone Cellars by Beringer Merlot,
2,Red,USA,,7.99,Merlot,1,,,,California,7.99,Stone Cellars by Beringer Merlot,
2,Red,USA,7.99,7.99,Merlot,1,7.99,,,California,,Stone Cellars by Beringer Merlot,
2,Red,USA,7.99,7.99,Merlot,1,7.99,,,California,,Stone Cellars by Beringer Merlot,
2,Red,USA,7.99,7.99,Merlot,1,7.99,,,California,,Stone Cellars by Beringer Merlot,
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
,Red,USA,,39.99,Merlot,1,,,,California,39.99,The Prisoner Wine Company Thorn Merlot,2012
1,Red,USA,54.99,54.99,Merlot,1,54.99,,,California,,Twomey Cellars by Silver Oak Merlot,2010
1,Red,USA,54.99,54.99,Merlot,1,54.99,,,California,,Twomey Cellars by Silver Oak Merlot,2010
1,Red,USA,54.99,54.99,Merlot,1,54.99,,,California,,Twomey Cellars by Silver Oak Merlot,2010
1,Red,USA,54.99,54.99,Merlot,1,54.99,,,California,,Twomey Cellars by Silver Oak Merlot,2010
1,Red,USA,16.99,16.99,Merlot,1,19,,,California,,Wente Sandstone Merlot,2011
1,Red,USA,16.99,16.99,Merlot,1,19,,,California,,Wente Sandstone Merlot,2011
1,Red,USA,16.99,16.99,Merlot,1,19,,,California,,Wente Sandstone Merlot,2011
1,Red,USA,16.99,16.99,Merlot,1,19,,,California,,Wente Sandstone Merlot,2011
,Red,USA,15.99,15.99,Merlot,1,15.99,,,California,,Wild Horse Merlot,2012
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
,Red,USA,15.99,15.99,Mourvedre,1,15.99,,,California,,Cline Ancient Vines Mourvedre,2013
2,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Apothic Crush Red Blend,2013
2,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Apothic Red Blend,2013
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Barefoot Summer Red,
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Barefoot Summer Red,
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Barefoot Summer Red,
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Barefoot Summer Red,
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Barefoot Summer Red,
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Barefoot Summer Red,
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Barefoot Summer Red,
3,Red,USA,,6.99,Other Red Blends,1,,,,California,6.99,Beringer Red Moscato,
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Big House Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Big House Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Big House Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Big House Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Big House Red Blend,2013
1,Red,USA,19.99,19.99,Other Red Blends,1,19.99,,,California,,Bogle Phantom,2011
1,Red,USA,19.99,19.99,Other Red Blends,1,19.99,,,California,,Bogle Phantom,2011
1,Red,USA,19.99,19.99,Other Red Blends,1,19.99,,,California,,Bogle Phantom,2011
1,Red,USA,19.99,19.99,Other Red Blends,1,19.99,,,California,,Bogle Phantom,2011
1,Red,USA,19.99,19.99,Other Red Blends,1,19.99,,,California,,Bogle Phantom,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Caricature Red Blend,2012
,Red,USA,13.99,13.99,Other Red Blends,1,13.99,,,California,,Caricature Red Blend,2012
,Red,USA,13.99,13.99,Other Red Blends,1,13.99,,,California,,Caricature Red Blend,2012
,Red,USA,13.99,13.99,Other Red Blends,1,13.99,,,California,,Caricature Red Blend,2012
,Red,USA,13.99,13.99,Other Red Blends,1,13.99,,,California,,Caricature Red Blend,2012
2,Red,USA,29.99,29.99,Other Red Blends,1,35,,,California,,Carne Humana Proprietary Red Wine,2012
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
,Red,USA,,13.99,Other Red Blends,1,,,,California,13.99,Chateau St. Jean Soiree Red Blend,2011
6,Red,USA,19.99,19.99,Other Red Blends,1,22,,,California,,Conundrum Red Blend,2012
1,Red,USA,,27.99,Other Red Blends,1,,,,California,27.99,Coup De Grace Red Blend,2011
1,Red,USA,,27.99,Other Red Blends,1,,,,California,27.99,Coup De Grace Red Blend,2011
1,Red,USA,27.99,27.99,Other Red Blends,1,27.99,,,California,,Coup De Grace Red Blend,2011
1,Red,USA,27.99,27.99,Other Red Blends,1,27.99,,,California,,Coup De Grace Red Blend,2011
1,Red,USA,27.99,27.99,Other Red Blends,1,27.99,,,California,,Coup De Grace Red Blend,2011
1,Red,USA,27.99,27.99,Other Red Blends,1,27.99,,,California,,Coup De Grace Red Blend,2011
2,Red,USA,15.99,15.99,Other Red Blends,1,18,,,California,,Cryptic Red Blend,2011
2,Red,USA,15.99,15.99,Other Red Blends,1,18,,,California,,Cryptic Red Blend,2011
,Red,USA,13.99,13.99,Other Red Blends,1,25,,,California,,Cultivate The Feast Blend,2010
,Red,USA,13.99,13.99,Other Red Blends,1,25,,,California,,Cultivate The Feast Blend,2010
6,Red,USA,10.99,10.99,Other Red Blends,1,10.99,,,California,,Cupcake Vineyards Red Velvet,2012
6,Red,USA,10.99,10.99,Other Red Blends,1,10.99,,,California,,Cupcake Vineyards Red Velvet,2012
6,Red,USA,10.99,10.99,Other Red Blends,1,10.99,,,California,,Cupcake Vineyards Red Velvet,2012
6,Red,USA,10.99,10.99,Other Red Blends,1,10.99,,,California,,Cupcake Vineyards Red Velvet,2012
6,Red,USA,10.99,10.99,Other Red Blends,1,10.99,,,California,,Cupcake Vineyards Red Velvet,2012
6,Red,USA,10.99,10.99,Other Red Blends,1,10.99,,,California,,Cupcake Vineyards Red Velvet,2012
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
,Red,USA,,17.99,Other Red Blends,1,,,,California,17.99,Fifty Shades of Grey Red Satin,2011
1,Red,USA,12.99,12.99,Other Red Blends,1,16,,,California,,Geyser Peak Uncensored Red Blend,2011
1,Red,USA,12.99,12.99,Other Red Blends,1,16,,,California,,Geyser Peak Uncensored Red Blend,2011
,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Hess Select Treo Winemaker's Blend,2011
,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Hess Select Treo Winemaker's Blend,2011
,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Hess Select Treo Winemaker's Blend,2011
,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Hess Select Treo Winemaker's Blend,2011
,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Hess Select Treo Winemaker's Blend,2011
,Red,USA,19.99,19.99,Other Red Blends,1,19.99,,,California,,Hess Select Treo Winemaker's Blend,2011
,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,Kendall-Jackson Summation Red Blend,2012
,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,Kendall-Jackson Summation Red Blend,2012
,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,Kendall-Jackson Summation Red Blend,2012
,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,Kendall-Jackson Summation Red Blend,2012
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
1,Red,USA,8.99,8.99,Other Red Blends,1,10,,,California,,Kenwood Vintage Red Blend,2011
,Red,USA,24.99,24.99,Other Red Blends,1,24.99,,,California,,Locations by Dave Phinney CA-3,
,Red,USA,24.99,24.99,Other Red Blends,1,24.99,,,California,,Locations by Dave Phinney CA-3,
,Red,USA,24.99,24.99,Other Red Blends,1,24.99,,,California,,Locations by Dave Phinney CA-3,
,Red,USA,24.99,24.99,Other Red Blends,1,24.99,,,California,,Locations by Dave Phinney CA-3,
,Red,USA,24.99,24.99,Other Red Blends,1,24.99,,,California,,Locations by Dave Phinney CA-3,
,Red,USA,24.99,24.99,Other Red Blends,1,24.99,,,California,,Locations by Dave Phinney CA-3,
,Red,USA,24.99,24.99,Other Red Blends,1,24.99,,,California,,Locations by Dave Phinney CA-3,
22,Red,USA,11.99,11.99,Other Red Blends,1,24,,,California,,Lucky Proprietary Red Blend,
,Red,USA,13.99,13.99,Other Red Blends,1,13.99,,,California,,Marietta Old Vine Red #62,
,Red,USA,,10.99,Other Red Blends,1,,,,California,10.99,Menage a Trois Midnight Dark Red Blend,2013
,Red,USA,,8.99,Other Red Blends,1,,,,California,8.99,Menage a Trois Red Blend,2013
,Red,USA,,8.99,Other Red Blends,1,,,,California,8.99,Menage a Trois Red Blend,2013
,Red,USA,,8.99,Other Red Blends,1,,,,California,8.99,Menage a Trois Red Blend,2013
,Red,USA,,8.99,Other Red Blends,1,,,,California,8.99,Menage a Trois Red Blend,2013
,Red,USA,,8.99,Other Red Blends,1,,,,California,8.99,Menage a Trois Red Blend,2013
,Red,USA,,8.99,Other Red Blends,1,,,,California,8.99,Menage a Trois Red Blend,2013
,Red,USA,,8.99,Other Red Blends,1,,,,California,8.99,Menage a Trois Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Menage a Trois Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Menage a Trois Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Menage a Trois Red Blend,2013
,Red,USA,8.99,8.99,Other Red Blends,1,8.99,,,California,,Menage a Trois Red Blend,2013
1,Red,USA,,11.99,Other Red Blends,1,,,,California,11.99,Middle Sister Rebel Red Blend,
1,Red,USA,,11.99,Other Red Blends,1,,,,California,11.99,Middle Sister Rebel Red Blend,
1,Red,USA,,11.99,Other Red Blends,1,,,,California,11.99,Middle Sister Rebel Red Blend,
1,Red,USA,,11.99,Other Red Blends,1,,,,California,11.99,Middle Sister Rebel Red Blend,
1,Red,USA,,11.99,Other Red Blends,1,,,,California,11.99,Middle Sister Rebel Red Blend,
1,Red,USA,,11.99,Other Red Blends,1,,,,California,11.99,Middle Sister Rebel Red Blend,
1,Red,USA,,31.99,Other Red Blends,1,,,,California,31.99,Orin Swift Cellars Abstract,2013
1,Red,USA,,31.99,Other Red Blends,1,,,,California,31.99,Orin Swift Cellars Abstract,2013
1,Red,USA,31.99,31.99,Other Red Blends,1,31.99,,,California,,Orin Swift Cellars Abstract,2013
1,Red,USA,31.99,31.99,Other Red Blends,1,31.99,,,California,,Orin Swift Cellars Abstract,2013
1,Red,USA,31.99,31.99,Other Red Blends,1,31.99,,,California,,Orin Swift Cellars Abstract,2013
1,Red,USA,31.99,31.99,Other Red Blends,1,31.99,,,California,,Orin Swift Cellars Abstract,2013
,Red,USA,39.99,39.99,Other Red Blends,1,55,,,California,,Paraduxx Proprietary Napa Valley Red Wine,2011
1,Red,USA,,11.99,Other Red Blends,1,,,,California,11.99,Parducci Sustainable Red Blend,2010
1,Red,USA,11.99,11.99,Other Red Blends,1,11.99,,,California,,Parducci Sustainable Red Blend,2010
1,Red,USA,11.99,11.99,Other Red Blends,1,11.99,,,California,,Parducci Sustainable Red Blend,2010
1,Red,USA,11.99,11.99,Other Red Blends,1,11.99,,,California,,Parducci Sustainable Red Blend,2010
1,Red,USA,,14.99,Other Red Blends,1,,,,California,14.99,Raymond Field Blend R Collection,2012
1,Red,USA,,14.99,Other Red Blends,1,,,,California,14.99,Raymond Field Blend R Collection,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Raymond Field Blend R Collection,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Raymond Field Blend R Collection,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Raymond Field Blend R Collection,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Raymond Field Blend R Collection,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Rhiannon Red,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Rhiannon Red,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Rhiannon Red,2012
1,Red,USA,14.99,14.99,Other Red Blends,1,14.99,,,California,,Rhiannon Red,2012
2,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,The Dreaming Tree Crush Red Blend,2012
2,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,The Dreaming Tree Crush Red Blend,2012
2,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,The Dreaming Tree Crush Red Blend,2012
2,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,The Dreaming Tree Crush Red Blend,2012
2,Red,USA,16.99,16.99,Other Red Blends,1,16.99,,,California,,The Dreaming Tree Crush Red Blend,2012
1,Red,USA,,36.99,Other Red Blends,1,,,,California,36.99,Treana Red Blend,2012
1,Red,USA,,36.99,Other Red Blends,1,,,,California,36.99,Treana Red Blend,2012
1,Red,USA,,36.99,Other Red Blends,1,,,,California,36.99,Treana Red Blend,2012
1,Red,USA,,36.99,Other Red Blends,1,,,,California,36.99,Treana Red Blend,2012
1,Red,USA,,36.99,Other Red Blends,1,,,,California,36.99,Treana Red Blend,2012
1,Red,USA,,36.99,Other Red Blends,1,,,,California,36.99,Treana Red Blend,2012
1,Red,USA,36.99,36.99,Other Red Blends,1,36.99,,,California,,Treana Red Blend,2012
1,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Troublemaker Red Blend,
1,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Troublemaker Red Blend,
1,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Troublemaker Red Blend,
1,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Troublemaker Red Blend,
1,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Troublemaker Red Blend,
1,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Troublemaker Red Blend,
1,Red,USA,,19.99,Other Red Blends,1,,,,California,19.99,Troublemaker Red Blend,
,Red,USA,8.99,8.99,Other Red Wine,1,8.99,,,California,,Heliotrope Winery Red Moscato,2012
,Red,USA,8.99,8.99,Other Red Wine,1,8.99,,,California,,Heliotrope Winery Red Moscato,2012
,Red,USA,8.99,8.99,Other Red Wine,1,8.99,,,California,,Heliotrope Winery Red Moscato,2012
,Red,USA,8.99,8.99,Other Red Wine,1,8.99,,,California,,Heliotrope Winery Red Moscato,2012
3,Red,USA,9.99,9.99,Other Red Wine,1,9.99,,,California,,J. Lohr Wildflower Valdiguie,2013
3,Red,USA,9.99,9.99,Other Red Wine,1,9.99,,,California,,J. Lohr Wildflower Valdiguie,2013
3,Red,USA,9.99,9.99,Other Red Wine,1,9.99,,,California,,J. Lohr Wildflower Valdiguie,2013
2,Red,USA,28.99,28.99,Other Red Wine,1,28.99,,,California,,Taken Wine Company Napa Valley Red Blend,2012
2,Red,USA,28.99,28.99,Other Red Wine,1,28.99,,,California,,Taken Wine Company Napa Valley Red Blend,2012
2,Red,USA,28.99,28.99,Other Red Wine,1,28.99,,,California,,Taken Wine Company Napa Valley Red Blend,2012
2,Red,USA,28.99,28.99,Other Red Wine,1,28.99,,,California,,Taken Wine Company Napa Valley Red Blend,2012
,Red,USA,33.99,33.99,Pinot Noir,1,33.99,,,California,,Anaba Sonoma Coast Pinot Noir,2012
,Red,USA,33.99,33.99,Pinot Noir,1,33.99,,,California,,Anaba Sonoma Coast Pinot Noir,2012
,Red,USA,33.99,33.99,Pinot Noir,1,33.99,,,California,,Anaba Sonoma Coast Pinot Noir,2012
,Red,USA,15.99,15.99,Pinot Noir,1,15.99,,,California,,Angeline Reserve Pinot Noir,2013
,Red,USA,15.99,15.99,Pinot Noir,1,15.99,,,California,,Angeline Reserve Pinot Noir,2013
,Red,USA,15.99,15.99,Pinot Noir,1,15.99,,,California,,Angeline Reserve Pinot Noir,2013
,Red,USA,15.99,15.99,Pinot Noir,1,15.99,,,California,,Angeline Reserve Pinot Noir,2013
